verb,label
ἀποπλύνω,opp
κεύθω,opp
ἄνω,opp
φράσσω,opp
οὐτάω,opp
ἐρυκανάω,opp
θάλπω,opp
ἀμφιπολεύω,opp
ἐνδείκνυμι,opp
ἐπεῖδον,opp
δραγμεύω,opp
χατίζω,opp
ἐπανίστημι,opp
πορθέω,opp
παρακρεμάννυμι,opp
αἰνέω,opp
ἀριστεύω,opp
